codigo_antiguo;codigo_nuevo;codigo_madre;codigo_madre2;codigo_region;region;seremi;perteneciente;TipoEstablecimiento;dependencia;nivel;nombre;codigo_comuna;nombre_comuna;Fecha Vigencia (Desde);codigo_ss_region
21-013;121013;21-010;121010;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Clínica Dental Móvil;Servicio de Salud;Primario;Clínica Dental Móvil Doble. Pat. BBZV84 (Temuco);09101;Temuco;01-01-2009;21
21-014;121014;21-010;121010;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Clínica Dental Móvil;Servicio de Salud;Primario;Clínica Dental Móvil Doble. Pat. BBZV85 (Temuco);09101;Temuco;01-01-2009;21
21-109;121109;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Alta Complejidad;Servicio de Salud;Terciario;Hospital Dr. Hernán Henríquez Aravena (Temuco);09101;Temuco;23-02-1963;21
21-110;121110;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Mediana Complejidad;Servicio de Salud;Terciario;Hospital Dr. Abraham Godoy Peña de Lautaro;09108;Lautaro;01-01-2009;21
21-111;121111;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital de Galvarino;09106;Galvarino;01-01-2009;21
21-112;121112;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital de Vilcún;09119;Vilcún;01-01-2009;21
21-113;121113;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Dr. Eduardo González Galeno (Cunco);09103;Cunco;01-01-1973;21
21-114;121114;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Mediana Complejidad;Servicio de Salud;Terciario;Hospital Intercultural de Nueva Imperial;09111;Nueva Imperial;01-01-1969;21
21-115;121115;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital de Carahue;09102;Carahue;01-01-2009;21
21-116;121116;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Dr. Arturo Hillerns Larrañaga (Saavedra);09116;Saavedra;01-01-2009;21
21-117;121117;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Mediana Complejidad;Servicio de Salud;Terciario;Hospital de Pitrufquén;09114;Pitrufquén;01-01-1963;21
21-118;121118;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital de Toltén;09118;Toltén;25-11-1966;21
21-119;121119;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital de Gorbea;09107;Gorbea;01-01-2009;21
21-120;121120;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Familiar y Comunitario de Loncoche;09109;Loncoche;15-12-1954;21
21-121;121121;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Mediana Complejidad;Servicio de Salud;Terciario;Hospital de Villarrica;09120;Villarrica;01-01-2009;21
21-200;121200;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Otra Institución;Terciario;Hospital San Francisco de Pucón (D);09115;Pucón;01-01-2009;21
21-201;121201;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Establecimiento Baja Complejidad;Otra Institución;Terciario;Hospital Makewe (D);09112;Padre Las Casas;01-01-1927;21
21-202;121202;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Clínica;Privado;No Aplica;Clínica Alemana de Temuco;09101;Temuco;01-01-2009;9
21-205;121205;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Hospital (No perteneciente al SNSS);Privado;No Aplica;Hospital del Trabajador AChS de Temuco;09101;Temuco;01-01-2009;9
21-207;121207;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro Conin;Privado;No Aplica;Centro CONIN Temuco;09101;Temuco;01-01-2009;9
21-209;121209;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Hospital (No perteneciente al SNSS);Otra Institución;No Aplica;Hospital Clínico de la Universidad Mayor;09101;Temuco;01-01-2009;9
21-245;121245;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro Médico y Dental;Privado;No Aplica;Megasalud S.A. Centro Médico y Dental Temuco;09101;Temuco;01-01-2009;9
21-246;121246;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Mutual CChC Temuco;09101;Temuco;01-01-2009;9
21-247;121247;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Diagnóstico y Tratamiento SIRESA;09101;Temuco;01-01-2009;9
21-248;121248;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud CIREPLAST;09101;Temuco;01-01-2009;9
21-249;121249;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de Salud Mamodiagnosis;09101;Temuco;01-01-2009;9
21-250;121250;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro de la Cruz Roja Temuco;09101;Temuco;01-01-2009;9
21-251;121251;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Austral;09101;Temuco;01-01-2009;9
21-252;121252;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Dra. Ruth Schurch;09101;Temuco;01-01-2009;9
21-253;121253;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Bioanalisis;09101;Temuco;01-01-2009;9
21-254;121254;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Caupolican;09101;Temuco;01-01-2009;9
21-255;121255;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Central;09101;Temuco;01-01-2009;9
21-256;121256;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Imex;09101;Temuco;28-05-2014;9
21-257;121257;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Inmunológico del Sur - Labisur;09101;Temuco;07-10-2016;9
21-258;121258;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio de Citopatología y Papanicolau;09101;Temuco;01-01-2009;9
21-262;121262;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Medisur;09101;Temuco;01-01-2009;9
21-263;121263;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Citopatología Dra. Espejo;09101;Temuco;01-01-2009;9
21-264;121264;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Diagnóstico Histopatología Citopatología;09101;Temuco;01-01-2009;9
21-265;121265;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Radiológico y Ecotomografico Imagen;09101;Temuco;01-01-2009;9
21-266;121266;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Instituto de Mamografía Limitada;09101;Temuco;01-01-2009;9
21-267;121267;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Sociedad Inmunomédica Diagnóstico Temuco;09101;Temuco;01-01-2009;9
21-270;121270;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Pitrufquén;09114;Pitrufquén;01-01-2009;9
21-272;121272;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Radiológico Villarrica;09120;Villarrica;01-01-2009;9
21-273;121273;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico del Lago;09120;Villarrica;01-01-2009;9
21-274;121274;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Otra Institución;No Aplica;Centro de Salud Gendarmería de Chile (Temuco);09101;Temuco;01-01-2009;9
21-275;121275;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Otra Institución;No Aplica;Centro de Salud Regional de Gendarmería de Chile Región de La Araucanía;09101;Temuco;01-01-2009;9
21-276;121276;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;SurImagen Ltda.;09120;Villarrica;01-01-2009;9
21-278;121278;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro Médico y Dental;Público No perteneciente al SNSS;No Aplica;Centro Médico y Dental de Carabineros de Chile Zona IX Araucanía;09101;Temuco;01-01-2009;9
21-279;121279;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Sociedad de Imagenología Clínica Bioimagen Ltda.;09101;Temuco;01-01-2009;9
21-280;121280;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Centro de Salud;Privado;No Aplica;Laboratorio Sociedad Inmunomédica;09101;Temuco;01-01-2009;9
21-281;121281;;;9;De La Araucanía;SEREMI De La Araucanía;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Bionet S.A. - Temuco;09101;Temuco;01-01-2009;9
21-303;121303;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Servicio de Salud;Primario;Centro de Salud Familiar Miraflores (Temuco);09101;Temuco;08-08-1952;21
21-304;121304;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Freire;09105;Freire;01-01-2009;21
21-305;121305;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Villa Alegre;09101;Temuco;01-01-2009;21
21-306;121306;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Santa Rosa;09101;Temuco;01-01-2009;21
21-307;121307;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Amanecer;09101;Temuco;01-01-2009;21
21-308;121308;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Padre Las Casas;09112;Padre Las Casas;01-01-2009;21
21-309;121309;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Pueblo Nuevo;09101;Temuco;01-01-2009;21
21-311;121311;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Melipeuco;09110;Melipeuco;01-10-1992;21
21-312;121312;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Teodoro Schmidt;09117;Teodoro Schmidt;01-01-2009;21
21-313;121313;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Consultorio Curarrehue;09104;Curarrehue;01-01-2009;21
21-323;121323;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Consultorio Perquenco;09113;Perquenco;01-01-2009;21
21-326;121326;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Andrés Sandoval Calderón;09103;Cunco;01-01-2009;21
21-327;121327;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Chol Chol;09121;Cholchol;01-01-2009;21
21-328;121328;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Trovolhue;09102;Carahue;01-01-2009;21
21-334;121334;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Villarrica;09120;Villarrica;01-01-2009;21
21-336;121336;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Las Colinas;09112;Padre Las Casas;01-01-2009;21
21-337;121337;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Quepe;09105;Freire;01-01-2009;21
21-339;121339;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Otra Institución;Primario;Centro de Salud Intercultural Boroa Filulawen (D);09111;Nueva Imperial;01-01-2009;21
21-341;121341;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Nueva Imperial;09111;Nueva Imperial;10-07-2006;21
21-342;121342;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Pulmahue;09112;Padre Las Casas;01-01-2009;21
21-343;121343;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Centro de Referencia de Salud;Servicio de Salud;Secundario;Centro de Referencia de Salud Miraflores;09101;Temuco;01-01-2009;21
21-346;121346;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Lautaro;09108;Lautaro;01-01-2009;21
21-347;121347;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Pedro de Valdivia;09101;Temuco;01-01-2008;21
21-348;121348;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Lican Ray;09120;Villarrica;01-01-2009;21
21-349;121349;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Hualpín;09117;Teodoro Schmidt;01-01-2009;21
21-350;121350;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Labranza;09101;Temuco;01-03-2010;21
21-352;121352;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Docente Asistencial Monseñor Sergio Valech;09101;Temuco;01-01-2009;21
21-353;121353;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Rural Pitrufquén;09114;Pitrufquén;01-01-2009;21
21-354;121354;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Los Volcanes;09120;Villarrica;01-01-2009;21
21-355;121355;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Rural Pucón;09115;Pucón;01-01-2009;21
21-416;121416;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural La Piedra;09106;Galvarino;01-01-2009;21
21-456;121456;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar de Cajón;09119;Vilcún;01-01-2009;21
21-458;121458;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Roble Huacho;09112;Padre Las Casas;01-01-2009;21
21-459;121459;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Laurel Huacho;09112;Padre Las Casas;01-01-2009;21
21-460;121460;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Collimallín;09101;Temuco;01-01-2009;21
21-461;121461;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Truf Truf;09112;Padre Las Casas;01-01-2009;21
21-462;121462;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pedregoso (Cunco);09103;Cunco;01-01-2009;21
21-463;121463;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Conoco;09101;Temuco;01-01-2009;21
21-464;121464;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural El Temo;09116;Saavedra;01-01-2009;21
21-465;121465;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quillem;09113;Perquenco;01-01-2009;21
21-467;121467;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pitraco;09113;Perquenco;01-01-2009;21
21-468;121468;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Coihueco (Lautaro);09108;Lautaro;01-01-2009;21
21-469;121469;21-346;121346;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Pillanlelbún;09108;Lautaro;01-01-2009;21
21-470;121470;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Muco Chureo;09108;Lautaro;01-01-2009;21
21-471;121471;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Dollinco (Lautaro);09108;Lautaro;01-01-2009;21
21-472;121472;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Colonia Lautaro;09108;Lautaro;01-01-2009;21
21-473;121473;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pumalal;09108;Lautaro;01-01-2009;21
21-474;121474;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Blanco Lepín;09108;Lautaro;01-01-2009;21
21-475;121475;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Ñereco;09108;Lautaro;01-01-2009;21
21-476;121476;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Vega Redonda;09119;Vilcún;01-01-2009;21
21-477;121477;;;9;De La Araucanía;Servicio de Salud Araucanía Sur;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Cuel Ñielol;09106;Galvarino;01-01-2009;21
